Participant,T1,T2,T3,T4,T5,T6
user8,2.746857,9.028912,1.740306,1.988113,0.9073748,0.8950145
,3.299884,1.132798,3.642224,2.024114,1.265162,1.218856
,0.9999027,10.25932,5.99979,0.8354006,1.155881,1.256213
,2.667343,3.231788,1.765922,14.1393,1.754915,1.122771
,1.732538,1.967274,1.043238,15.00956,1.210524,0.7342595
,1.165798,7.553811,10.0412,1.254648,1.432875,1.100594
,3.64383,1.465941,7.699246,1.254434,1.178098,1.344258
,3.36534,1.233125,4.365301,0.2452527,0.8881298,1.166817
,0.8099559,2.077477,10.28666,0.9114752,1.676374,0.6557711
,3.321691,,1.89916,1.157484,1.755226,1.355477
,5.120731,,3.176903,0.6971039,1.444149,1.099113
,1.423273,,,0.7203693,1.099843,1.299394
,1.999285,,,0.8787124,1.255275,1.311123
,1.010787,,,0.8788741,0.9999942,1.243498
,3.831214,,,0.9550974,1.28741,2.943797
,6.786653,,,0.9549757,0.943064,4.087699
,2.154661,,,0.8877417,0.9551455,4.09868
,3.854758,,,0.8885674,1.77826,4.520893
,1.798964,,,0.7448891,1.72242,3.665959
,2.166559,,,1.121347,1.465652,0.9769566
,2.643569,,,1.177036,1.454951,
,,,,1.444412,1.421681,
,,,,1.166832,1.878174,
,,,,1.667359,1.577761,
,,,,1.84433,1.210326,
,,,,1.298788,1.743773,
,,,,1.599708,0.9330512,
,,,,1.276588,1.143692,
,,,,,1.033832,
,,,,,1.321692,
,,,,,1.598932,
,,,,,1.955605,
,,,,,2.799172,
,,,,,0.8808599,
,,,,,1.188643,
,,,,,0.9514294,
,,,,,1.078246,
,,,,,1.033911,
,,,,,1.325093,
,,,,,1.532152,
,,,,,1.573829,
,,,,,1.46579,
,,,,,0.8994263,
,,,,,0.9885228,
