Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/4/2023 2:32:45 PM,31_31,16,18,Generate,,,,
6/4/2023 2:32:45 PM,31_46,16,18,Generate,,,,
6/4/2023 2:32:47 PM,31_46,53,18,Touch,,,,
6/4/2023 2:32:47 PM,31_46,47,18,Touch,,,,
6/4/2023 2:32:47 PM,31_46,52,18,Touch,,,,
6/4/2023 2:32:50 PM,31_46,51,30,Touch,,,,
6/4/2023 2:32:51 PM,31_46,52,31,Hit,5.645006,,,
6/4/2023 2:32:51 PM,6_46,52,31,Generate,,,,
6/4/2023 2:32:52 PM,6_46,46,31,Touch,,,,
6/4/2023 2:32:54 PM,6_46,51,12,Touch,,,,
6/4/2023 2:32:56 PM,6_46,46,12,Touch,,,,
6/4/2023 2:32:56 PM,6_46,40,12,Touch,,,,
6/4/2023 2:32:58 PM,6_46,-1,3,Touch,,,,
6/4/2023 2:32:58 PM,6_46,46,3,Hit,12.75809,,,
6/4/2023 2:32:58 PM,6_36,46,3,Generate,,,,
6/4/2023 2:32:58 PM,6_36,46,3,Touch,,,,
6/4/2023 2:32:59 PM,6_36,46,3,Touch,,,,
6/4/2023 2:32:59 PM,6_36,46,3,Touch,,,,
6/4/2023 2:33:00 PM,6_36,46,12,Touch,,,,
6/4/2023 2:33:02 PM,6_36,51,12,Touch,,,,
6/4/2023 2:33:03 PM,6_36,51,6,Hit,11.54807,,,
6/4/2023 2:33:03 PM,7_36,51,6,Generate,,,,
6/4/2023 2:33:03 PM,7_36,50,6,Touch,,,,
6/4/2023 2:33:04 PM,7_36,45,7,Touch,,,,
6/4/2023 2:33:04 PM,,43,-1,LostTrack,,,1
6/4/2023 2:33:05 PM,7_36,43,6,Touch,,,,
6/4/2023 2:33:05 PM,7_36,43,6,Touch,,,,
6/4/2023 2:33:05 PM,7_36,43,7,Hit,2.926711,,,
6/4/2023 2:33:05 PM,8_36,43,7,Generate,,,,
6/4/2023 2:33:06 PM,8_36,43,12,Touch,,,,
6/4/2023 2:33:06 PM,8_36,43,7,Touch,,,,
6/4/2023 2:33:07 PM,8_36,43,8,Hit,1.563427,,,
6/4/2023 2:33:07 PM,36_51,43,8,Generate,,,,
6/4/2023 2:33:07 PM,36_51,43,8,Touch,,,,
6/4/2023 2:33:08 PM,36_51,49,2,Touch,,,,
6/4/2023 2:33:08 PM,36_51,-1,3,Touch,,,,
6/4/2023 2:33:09 PM,36_51,51,3,Hit,2.366658,,,
6/4/2023 2:33:09 PM,18_36,51,3,Generate,,,,
6/4/2023 2:33:10 PM,18_36,51,3,Touch,,,,
6/4/2023 2:33:10 PM,18_36,51,3,Touch,,,,
6/4/2023 2:33:11 PM,18_36,51,18,Hit,1.878174,,,
6/4/2023 2:33:11 PM,36_40,51,18,Generate,,,,
6/4/2023 2:33:12 PM,36_40,51,18,Touch,,,,
6/4/2023 2:33:12 PM,36_40,51,24,Touch,,,,
6/4/2023 2:33:13 PM,36_40,40,24,Hit,1.822213,,,
6/4/2023 2:33:13 PM,36_37,40,24,Generate,,,,
6/4/2023 2:33:14 PM,36_37,37,24,Hit,1.377171,,,
6/4/2023 2:33:14 PM,18_36,37,24,Generate,,,,
6/4/2023 2:33:15 PM,,37,24,LostTrack,,,1
