Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/2/2023 2:48:25 PM,42_42,35,37,Generate,,,,
6/2/2023 2:48:25 PM,5_42,35,37,Generate,,,,
6/2/2023 2:48:26 PM,,35,48,LostTrack,,,1
6/2/2023 2:48:32 PM,5_42,5,33,Touch,,,,
6/2/2023 2:48:32 PM,5_42,-1,33,Touch,,,,
6/2/2023 2:48:32 PM,5_42,5,33,Touch,,,,
6/2/2023 2:48:32 PM,5_42,5,33,Touch,,,,
6/2/2023 2:48:33 PM,5_42,4,33,Touch,,,,
6/2/2023 2:48:33 PM,5_42,5,33,Touch,,,,
6/2/2023 2:48:33 PM,5_42,5,33,Touch,,,,
6/2/2023 2:48:33 PM,5_42,5,33,Touch,,,,
6/2/2023 2:48:34 PM,5_42,5,33,Touch,,,,
6/2/2023 2:48:34 PM,5_42,17,11,Touch,,,,
6/2/2023 2:48:35 PM,5_42,17,5,Hit,9.737823,,,
6/2/2023 2:48:35 PM,28_42,17,5,Generate,,,,
6/2/2023 2:48:36 PM,28_42,17,-1,Touch,,,,
6/2/2023 2:48:36 PM,28_42,17,28,Hit,1.598629,,,
6/2/2023 2:48:36 PM,23_42,17,28,Generate,,,,
6/2/2023 2:48:37 PM,23_42,17,20,Touch,,,,
6/2/2023 2:48:37 PM,23_42,23,20,Touch,,,,
6/2/2023 2:48:37 PM,23_42,23,20,Touch,,,,
6/2/2023 2:48:38 PM,23_42,23,26,Touch,,,,
6/2/2023 2:48:38 PM,23_42,22,20,Touch,,,,
6/2/2023 2:48:38 PM,23_42,23,26,Touch,,,,
6/2/2023 2:48:38 PM,23_42,23,26,Touch,,,,
6/2/2023 2:48:38 PM,23_42,22,26,Touch,,,,
6/2/2023 2:48:39 PM,23_42,17,26,Touch,,,,
6/2/2023 2:48:39 PM,23_42,17,26,Touch,,,,
6/2/2023 2:48:39 PM,23_42,23,25,Touch,,,,
6/2/2023 2:48:39 PM,23_42,23,25,Touch,,,,
6/2/2023 2:48:40 PM,23_42,22,25,Touch,,,,
6/2/2023 2:48:40 PM,,22,49,LostTrack,,1,
6/2/2023 2:48:40 PM,23_42,22,48,Touch,,,,
6/2/2023 2:48:41 PM,23_42,22,48,Touch,,,,
6/2/2023 2:48:44 PM,23_42,44,48,Touch,,,,
6/2/2023 2:48:45 PM,,37,48,LostTrack,,,1
6/2/2023 2:48:45 PM,23_42,38,48,Touch,,,,
6/2/2023 2:48:45 PM,23_42,38,48,Touch,,,,
6/2/2023 2:48:46 PM,23_42,23,48,Hit,9.94159,,,
6/2/2023 2:48:46 PM,11_42,23,48,Generate,,,,
6/2/2023 2:48:47 PM,11_42,4,48,Touch,,,,
6/2/2023 2:48:47 PM,11_42,11,48,Hit,1.066846,,,
6/2/2023 2:48:47 PM,34_42,11,48,Generate,,,,
6/2/2023 2:48:48 PM,34_42,34,48,Touch,,,,
6/2/2023 2:48:48 PM,34_42,33,48,Touch,,,,
6/2/2023 2:48:49 PM,34_42,33,48,Touch,,,,
6/2/2023 2:48:49 PM,34_42,33,48,Touch,,,,
6/2/2023 2:48:49 PM,34_42,33,48,Touch,,,,
6/2/2023 2:48:49 PM,34_42,33,48,Touch,,,,
6/2/2023 2:48:50 PM,34_42,34,48,Hit,2.499554,,,
6/2/2023 2:48:50 PM,42_43,34,48,Generate,,,,
6/2/2023 2:48:50 PM,42_43,34,48,Touch,,,,
6/2/2023 2:48:51 PM,42_43,42,48,Hit,26.08891,,,
6/2/2023 2:48:51 PM,14_43,42,48,Generate,,,,
6/2/2023 2:48:51 PM,14_43,43,48,Hit,1.765421,,,
6/2/2023 2:48:51 PM,8_14,43,48,Generate,,,,
6/2/2023 2:48:52 PM,8_14,14,48,Hit,1.500015,,,
6/2/2023 2:48:52 PM,1_8,14,48,Generate,,,,
6/2/2023 2:48:53 PM,1_8,8,48,Hit,1.599633,,,
6/2/2023 2:48:53 PM,1_37,8,48,Generate,,,,
6/2/2023 2:48:54 PM,1_37,0,48,Touch,,,,
6/2/2023 2:48:54 PM,1_37,1,48,Hit,1.466977,,,
6/2/2023 2:48:54 PM,32_37,1,48,Generate,,,,
6/2/2023 2:48:55 PM,32_37,33,48,Touch,,,,
