Participant,T1,T2,T3,T4,T5,T6
user4,1.233437,1.040849,0.975722,0.7109183,1.176907,0.8202919
,0.8324175,0.7341992,1.068267,1.332141,2.096414,1.744493
,22.44953,0.8333123,5.377019,0.5996458,1.043777,1.567349
,1.166497,5.258216,8.113362,0.7781981,0.7110095,1.603878
,0.8993565,4.575852,4.998877,0.8774967,1.667497,1.990425
,0.9998736,10.65322,4.000194,0.5996394,1.92229,3.219247
,,0.798951,5.075527,0.5889303,1.209698,1.367715
,,1.06705,,0.6661615,0.8882558,4.398431
,,2.401327,,2.232729,0.9777719,1.477132
,,3.663148,,0.8216675,0.9328318,15.77302
,,0.6107182,,0.4897371,0.6325361,1.277238
,,18.98326,,1.233202,1.854181,0.6439442
,,1.032921,,0.9763089,1.18909,1.255069
,,,,0.5685586,1.211376,0.5780416
,,,,1.02006,1.287888,19.83766
,,,,0.744471,1.576532,
,,,,0.5249218,1.444641,
,,,,0.5853779,1.211215,
,,,,0.4777345,0.9111513,
,,,,0.5440202,0.576856,
,,,,1.356078,0.4888055,
,,,,0.5999001,0.5771022,
,,,,0.6214482,3.244335,
,,,,0.6217511,0.5224296,
,,,,0.5228062,9.952215,
,,,,0.8775104,0.7442315,
,,,,0.6665844,0.866661,
,,,,0.7440211,,
,,,,0.8657672,,
,,,,0.6221234,,
,,,,0.9219669,,
,,,,0.7342248,,
,,,,0.9098688,,
,,,,0.6108721,,
,,,,0.7552585,,
,,,,0.8887004,,
,,,,1.410884,,
,,,,0.0116298,,
