Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/4/2023 2:36:31 PM,52_52,4,2,Generate,,,,
6/4/2023 2:36:31 PM,43_52,4,2,Generate,,,,
6/4/2023 2:36:31 PM,43_52,5,2,Touch,,,,
6/4/2023 2:36:32 PM,43_52,43,3,Hit,1.267048,,,
6/4/2023 2:36:32 PM,16_52,43,3,Generate,,,,
6/4/2023 2:36:32 PM,16_52,52,3,Hit,1.671847,,,
6/4/2023 2:36:32 PM,16_21,52,3,Generate,,,,
6/4/2023 2:36:32 PM,16_21,52,3,Touch,,,,
6/4/2023 2:36:33 PM,16_21,16,3,Hit,1.41164,,,
6/4/2023 2:36:33 PM,19_21,16,3,Generate,,,,
6/4/2023 2:36:34 PM,19_21,16,3,Touch,,,,
6/4/2023 2:36:34 PM,19_21,16,21,Touch,,,,
6/4/2023 2:36:35 PM,19_21,16,21,Touch,,,,
6/4/2023 2:36:35 PM,19_21,16,21,Hit,2.19141,,,
6/4/2023 2:36:35 PM,19_37,16,21,Generate,,,,
6/4/2023 2:36:35 PM,19_37,15,21,Touch,,,,
6/4/2023 2:36:35 PM,19_37,15,-1,Touch,,,,
6/4/2023 2:36:36 PM,19_37,15,-1,Touch,,,,
6/4/2023 2:36:37 PM,19_37,15,37,Hit,2.243649,,,
6/4/2023 2:36:37 PM,15_19,15,37,Generate,,,,
6/4/2023 2:36:37 PM,15_19,7,20,Touch,,,,
6/4/2023 2:36:38 PM,15_19,15,20,Hit,1.000001,,,
6/4/2023 2:36:38 PM,10_19,15,20,Generate,,,,
6/4/2023 2:36:38 PM,10_19,15,20,Touch,,,,
6/4/2023 2:36:38 PM,10_19,15,19,Touch,,,,
6/4/2023 2:36:39 PM,10_19,15,19,Hit,5.390544,,,
6/4/2023 2:36:39 PM,10_14,15,19,Generate,,,,
6/4/2023 2:36:39 PM,10_14,15,19,Touch,,,,
6/4/2023 2:36:39 PM,10_14,6,10,Hit,1.595038,,,
6/4/2023 2:36:39 PM,14_42,6,10,Generate,,,,
6/4/2023 2:36:40 PM,14_42,15,10,Touch,,,,
6/4/2023 2:36:40 PM,14_42,15,10,Touch,,,,
6/4/2023 2:36:40 PM,14_42,14,2,Hit,1.531785,,,
6/4/2023 2:36:40 PM,7_42,14,2,Generate,,,,
6/4/2023 2:36:40 PM,7_42,14,2,Touch,,,,
6/4/2023 2:36:41 PM,7_42,7,2,Hit,0.9990752,,,
6/4/2023 2:36:41 PM,14_42,7,2,Generate,,,,
6/4/2023 2:36:41 PM,14_42,7,2,Touch,,,,
6/4/2023 2:36:42 PM,14_42,42,2,Hit,3.080894,,,
6/4/2023 2:36:42 PM,1_14,42,2,Generate,,,,
6/4/2023 2:36:43 PM,1_14,42,2,Touch,,,,
6/4/2023 2:36:43 PM,1_14,14,2,Hit,2.12848,,,
6/4/2023 2:36:43 PM,1_46,14,2,Generate,,,,
6/4/2023 2:36:44 PM,1_46,14,2,Touch,,,,
6/4/2023 2:36:44 PM,1_46,5,1,Hit,1.922053,,,
6/4/2023 2:36:44 PM,44_46,5,1,Generate,,,,
6/4/2023 2:36:45 PM,44_46,5,1,Touch,,,,
6/4/2023 2:36:46 PM,44_46,14,46,Hit,2.126499,,,
6/4/2023 2:36:46 PM,5_44,14,46,Generate,,,,
6/4/2023 2:36:46 PM,5_44,14,46,Touch,,,,
6/4/2023 2:36:46 PM,5_44,14,46,Touch,,,,
6/4/2023 2:36:47 PM,5_44,5,3,Hit,1.076774,,,
6/4/2023 2:36:47 PM,37_44,5,3,Generate,,,,
6/4/2023 2:36:47 PM,37_44,5,3,Touch,,,,
6/4/2023 2:36:47 PM,37_44,5,3,Touch,,,,
6/4/2023 2:36:47 PM,37_44,44,2,Hit,3.009583,,,
6/4/2023 2:36:47 PM,4_37,44,2,Generate,,,,
6/4/2023 2:36:47 PM,4_37,44,2,Touch,,,,
6/4/2023 2:36:48 PM,4_37,44,2,Touch,,,,
6/4/2023 2:36:48 PM,4_37,4,3,Hit,1.033585,,,
6/4/2023 2:36:48 PM,13_37,4,3,Generate,,,,
6/4/2023 2:36:49 PM,13_37,4,3,Touch,,,,
6/4/2023 2:36:49 PM,13_37,13,11,Hit,0.5660312,,,
6/4/2023 2:36:49 PM,37_49,13,11,Generate,,,,
6/4/2023 2:36:49 PM,37_49,25,15,Touch,,,,
6/4/2023 2:36:49 PM,37_49,25,15,Touch,,,,
