Participant,T1,T2,T3,T4,T5,T6
user16,0.9434273,4.374109,1.595413,1.265411,1.907731,14.76545
,1.432616,4.89088,1.067436,2.099058,2.338735,1.199602
,1.288578,2.665928,3.364893,1.611054,0.9804242,16.62198
,1.433198,1.310207,0.9112232,1.366335,0.7554988,1.110463
,1.121684,4.165482,3.044106,1.099894,2.566595,0.7561362
,1.03208,1.077807,2.588143,0.9997175,2.377288,2.243723
,0.9440387,2.566417,1.832294,2.798729,2.010334,2.09887
,0.8998454,2.288001,1.59995,1.488708,1.877526,2.100217
,0.4668373,4.509744,1.766687,1.75577,1.510088,1.567204
,1.933116,,1.698998,8.152886,1.333262,1.421328
,3.422056,,4.00955,1.043638,2.554792,0.6772577
,0.9315359,,0.7223517,4.031218,2.199896,2.499138
,1.865322,,5.543879,,1.388265,0.9542214
,1.33362,,3.410971,,4.253584,2.64375
,1.477651,,0.6998255,,2.709466,1.555719
,1.333263,,1.032881,,1.192694,1.466635
,0.6436671,,0.9002392,,3.544364,2.865962
,3.032738,,6.498411,,0.766211,0.8106853
,2.655273,,1.143158,,2.395281,
,0.4998048,,5.041806,,3.132991,
,1.999313,,2.943393,,1.133085,
,0.9437526,,1.222213,,1.199081,
,3.010608,,3.166025,,0.7331644,
,3.566049,,2.310477,,7.364523,
,0.6660075,,,,1.499766,
,1.487779,,,,0.7545524,
,0.7997866,,,,1.188802,
,0.4666075,,,,,
,3.232551,,,,,
,1.67733,,,,,
,0.8772142,,,,,
,0.598974,,,,,
,1.488332,,,,,
,1.16741,,,,,
,1.677669,,,,,
,1.387676,,,,,
,0.5450035,,,,,
,1.566245,,,,,
,1.23306,,,,,
,1.365642,,,,,
,1.099621,,,,,
