Participant,T1,T2,T3,T4,T5,T6
user10,0.8765205,0.9967555,1.851676,1.332529,1.198991,1.328731
,2.001819,11.50674,2.897806,1.055558,2.210102,0.9337863
,3.0776,0.2998667,24.19525,0.9243804,1.589439,5.508484
,8.596202,3.766124,3.432439,0.9550565,0.7304727,0.7557659
,2.032515,6.153776,,6.410286,2.779866,0.5440784
,1.078018,4.588094,,0.6656783,6.309386,0.9218157
,4.820872,1.357772,,1.034932,0.855015,7.633498
,3.710561,1.097685,,0.6532723,0.8443452,0.9215236
,,,,0.7557306,4.919201,0.822552
,,,,0.7218252,0.7549099,1.155386
,,,,0.6669375,2.743275,0.9770013
,,,,1.388231,2.033376,0.8329098
,,,,0.9890129,2.122423,0.7890554
,,,,0.8439537,2.976739,8.408332
,,,,2.054232,4.053321,1.488115
,,,,1.188947,1.145167,1.599286
,,,,0.7776705,4.264978,2.143906
,,,,0.8651567,2.298417,1.233213
,,,,1.055563,2.154804,2.410666
,,,,1.322279,1.221029,0.6998527
,,,,2.810732,2.522634,1.698882
,,,,0.843457,0.9773641,1.86613
,,,,,0.8219665,0.9672943
,,,,,7.232244,12.70708
