Participant,T1,T2,T3,T4,T5,T6
user7,3.748488,3.93087,3.619391,2.064303,1.452577,1.273893
,1.810632,1.521152,4.742626,2.869899,2.331304,2.352744
,13.47732,1.432622,6.06495,1.745689,1.73265,1.634148
,2.810031,2.322315,11.94113,1.621524,2.233005,3.312867
,5.463832,1.232395,,0.9103186,2.366976,1.644631
,,3.498823,,2.332559,1.889237,2.120938
,,16.56879,,1.82247,1.731643,2.063589
,,1.787914,,4.687543,1.775984,1.698528
,,1.807057,,1.30343,1.766088,1.93367
,,3.536633,,1.450618,1.566672,2.234183
,,3.06474,,2.266046,1.455408,0.7664958
,,,,1.100696,1.377188,3.68852
,,,,1.476849,3.887127,4.132031
,,,,12.32963,0.9562162,2.043084
,,,,1.199355,3.409778,1.588962
,,,,2.743807,2.865252,1.133487
,,,,1.043576,3.433209,1.843302
,,,,,1.298854,1.433279
,,,,,1.032739,15.37281
,,,,,4.642589,1.055579
,,,,,2.310478,
,,,,,1.178568,
,,,,,3.266045,
,,,,,2.132841,
,,,,,2.255519,
,,,,,1.754087,
,,,,,2.065423,
