Participant,T1,T2,T3,T4,T5,T6
user22,2.944996,0.8508079,16.73806,8.979671,6.84025,15.606
,1.966649,0.766209,1.134106,1.066985,2.033655,1.86588
,1.43248,3.008244,20.27104,8.808646,12.79588,2.321574
,1.766635,1.255404,6.698642,6.69693,3.431559,0.8224682
,0.6692705,1.766311,0.6103819,2.72201,9.517905,6.334339
,0.6625104,2.44345,10.21849,1.265874,1.466704,1.773894
,1.13298,9.274414,0.5552699,,1.588212,0.8336777
,0.5776179,3.790617,1.790583,,1.299791,
,0.8001823,1.00826,,,1.199715,
,0.6663179,3.298688,,,0.8438193,
,0.7663675,5.498034,,,1.011058,
,3.999209,0.9337602,,,0.8997626,
,0.5995775,0.7657782,,,2.099257,
,3.565732,0.5328619,,,1.16683,
,,8.509718,,,,
,,5.110368,,,,
,,0.8105564,,,,
