Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/4/2023 2:58:56 PM,50_50,21,6,Generate,,,,
6/4/2023 2:58:56 PM,13_50,21,6,Generate,,,,
6/4/2023 2:58:57 PM,13_50,41,13,Hit,0.8981667,,,
6/4/2023 2:58:57 PM,8_50,41,13,Generate,,,,
6/4/2023 2:58:57 PM,8_50,50,13,Touch,,,,
6/4/2023 2:58:57 PM,8_50,50,13,Hit,1.443358,,,
6/4/2023 2:58:57 PM,8_13,50,13,Generate,,,,
6/4/2023 2:58:58 PM,8_13,17,41,Touch,,,,
6/4/2023 2:58:58 PM,8_13,8,13,Hit,1.320707,,,
6/4/2023 2:58:58 PM,6_13,8,13,Generate,,,,
6/4/2023 2:58:58 PM,6_13,8,13,Hit,0.9879411,,,
6/4/2023 2:58:58 PM,6_40,8,13,Generate,,,,
6/4/2023 2:58:59 PM,6_40,6,31,Hit,0.8668534,,,
6/4/2023 2:58:59 PM,14_40,6,31,Generate,,,,
6/4/2023 2:58:59 PM,14_40,6,40,Hit,0.9779239,,,
6/4/2023 2:58:59 PM,14_25,6,40,Generate,,,,
6/4/2023 2:59:00 PM,14_25,6,31,Touch,,,,
6/4/2023 2:59:00 PM,14_25,25,15,Touch,,,,
6/4/2023 2:59:00 PM,14_25,25,14,Hit,1.132908,,,
6/4/2023 2:59:00 PM,14_44,25,14,Generate,,,,
6/4/2023 2:59:01 PM,14_44,16,14,Hit,1.788399,,,
6/4/2023 2:59:01 PM,21_44,16,14,Generate,,,,
6/4/2023 2:59:02 PM,21_44,44,22,Hit,1.04419,,,
6/4/2023 2:59:02 PM,7_21,44,22,Generate,,,,
6/4/2023 2:59:02 PM,7_21,44,21,Hit,0.8888723,,,
6/4/2023 2:59:02 PM,0_7,44,21,Generate,,,,
6/4/2023 2:59:02 PM,0_7,44,21,Touch,,,,
6/4/2023 2:59:02 PM,0_7,7,11,Hit,0.9676072,,,
6/4/2023 2:59:02 PM,0_18,7,11,Generate,,,,
6/4/2023 2:59:03 PM,0_18,5,0,Hit,1.454949,,,
6/4/2023 2:59:03 PM,16_18,5,0,Generate,,,,
6/4/2023 2:59:03 PM,16_18,19,0,Touch,,,,
6/4/2023 2:59:04 PM,16_18,18,0,Hit,1.288288,,,
6/4/2023 2:59:04 PM,16_29,18,0,Generate,,,,
6/4/2023 2:59:04 PM,16_29,16,19,Touch,,,,
6/4/2023 2:59:05 PM,16_29,16,28,Hit,1.412139,,,
6/4/2023 2:59:05 PM,29_36,16,28,Generate,,,,
6/4/2023 2:59:05 PM,29_36,6,28,Touch,,,,
6/4/2023 2:59:06 PM,29_36,29,36,Hit,1.732414,,,
6/4/2023 2:59:06 PM,15_36,29,36,Generate,,,,
6/4/2023 2:59:06 PM,15_36,29,36,Hit,1.131672,,,
6/4/2023 2:59:06 PM,6_15,29,36,Generate,,,,
6/4/2023 2:59:06 PM,6_15,15,3,Hit,0.9001153,,,
6/4/2023 2:59:06 PM,6_12,15,3,Generate,,,,
6/4/2023 2:59:07 PM,6_12,15,6,Hit,1.044265,,,
6/4/2023 2:59:07 PM,12_41,15,6,Generate,,,,
6/4/2023 2:59:08 PM,12_41,41,12,Hit,0.8331191,,,
6/4/2023 2:59:08 PM,12_15,41,12,Generate,,,,
6/4/2023 2:59:08 PM,12_15,41,12,Hit,1.188929,,,
6/4/2023 2:59:08 PM,7_15,41,12,Generate,,,,
6/4/2023 2:59:08 PM,7_15,7,15,Hit,0.8448237,,,
6/4/2023 2:59:08 PM,7_31,7,15,Generate,,,,
6/4/2023 2:59:08 PM,7_31,7,15,Hit,0.8439451,,,
6/4/2023 2:59:08 PM,31_51,7,15,Generate,,,,
6/4/2023 2:59:09 PM,31_51,51,22,Hit,0.7330566,,,
6/4/2023 2:59:09 PM,31_45,51,22,Generate,,,,
6/4/2023 2:59:09 PM,31_45,51,22,Touch,,,,
6/4/2023 2:59:09 PM,31_45,51,31,Hit,0.9877148,,,
6/4/2023 2:59:09 PM,40_45,51,31,Generate,,,,
6/4/2023 2:59:16 PM,40_45,40,36,Hit,6.853258,,,
6/4/2023 2:59:16 PM,1_45,40,36,Generate,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:16 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:17 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:17 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:17 PM,1_45,40,36,Touch,,,,
6/4/2023 2:59:17 PM,1_45,1,45,Hit,8.007599,,,
6/4/2023 2:59:17 PM,1_35,1,45,Generate,,,,
