Participant,T1,T2,T3,T4,T5,T6
user0,0.5810505,0.7077169,2.152899,0.8206345,1.376059,1.074448
,0.6409598,0.9858412,5.052597,0.7323039,1.742832,1.207306
,0.9453963,1.465283,4.51096,0.7336339,1.067012,0.8994558
,0.5907243,1.76544,1.644308,0.8236279,1.854694,2.045456
,0.676639,1.210986,1.356104,0.6670095,0.833145,1.189109
,0.7792847,2.744166,7.52996,4.130221,0.7548349,1.455441
,1.010695,2.231993,7.2626,1.189422,0.5658121,4.82411
,2.31048,1.199878,3.133627,1.255554,0.7447292,1.921203
,0.5104825,1.555824,0.5997633,0.8554088,0.9215555,2.042756
,0.4327783,0.8111911,0.9001001,0.4888688,1.466259,1.754369
,4.232374,3.155085,1.632436,0.9224671,0.9003653,1.289501
,0.4668948,2.56523,5.810979,0.7672807,1.07775,2.543481
,0.9658738,1.27751,2.431688,0.7889782,0.6666762,0.8208942
,0.6445699,0.6997637,4.609315,0.5661481,0.6775055,1.299137
,1.066405,0.3996844,1.333074,0.587773,2.677057,0.711005
,0.6769872,0.7600937,,0.5550812,4.720625,2.987917
,0.9888023,1.838419,,0.5551715,0.7098114,1.73125
,0.4998878,4.69901,,0.7292712,2.677646,0.5679772
,1.266776,0.5888911,,0.7238614,0.8434576,1.377669
,0.4330387,4.375905,,0.6089554,2.511269,9.487053
,0.6772906,8.808152,,0.6260902,0.8666898,6.921415
,0.6324192,5.143945,,0.5437388,0.6671146,0.7666955
,0.4886709,1.077194,,0.5662845,0.5996624,1.589084
,0.6673207,1.465518,,0.5675533,0.8997039,4.142673
,0.5223106,1.955834,,0.5898322,1.14336,3.897861
,0.4110717,1.299534,,0.9217478,0.9549403,0.8772026
,0.7325596,0.7329239,,0.7106321,0.9666312,
,0.4006821,0.4660712,,1.632465,1.177639,
,0.3767526,1.19978,,0.677681,4.632448,
,0.4001491,,,0.678015,0.5005487,
,0.9004748,,,0.7218571,1.254906,
,0.4994795,,,0.7213857,1.599474,
,0.4331853,,,1.066681,0.7768334,
,1.299506,,,4.054186,0.922359,
,0.477666,,,0.0579785,0.9435676,
,0.555321,,,5.312856,0.7673502,
,0.4669484,,,0.4083047,0.9452103,
,,,,,0.9094307,
,,,,,1.798015,
,,,,,1.866432,
,,,,,0.8107328,
,,,,,2.021185,
,,,,,0.4566686,
,,,,,1.332363,
,,,,,0.9534875,
