Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/6/2023 5:30:21 PM,98_98,107,102,Generate,,,,
6/6/2023 5:30:21 PM,23_98,107,102,Generate,,,,
6/6/2023 5:30:31 PM,23_98,7,98,Touch,,,,
6/6/2023 5:30:32 PM,23_98,39,98,Touch,,,,
6/6/2023 5:30:32 PM,23_98,39,98,Hit,11.29556,,,
6/6/2023 5:30:32 PM,23_94,39,98,Generate,,,,
6/6/2023 5:30:33 PM,23_94,95,38,Touch,,,,
6/6/2023 5:30:33 PM,23_94,111,39,Touch,,,,
6/6/2023 5:30:34 PM,23_94,94,39,Hit,1.922032,,,
6/6/2023 5:30:34 PM,16_23,94,39,Generate,,,,
6/6/2023 5:30:35 PM,16_23,92,23,Hit,13.85032,,,
6/6/2023 5:30:35 PM,16_114,92,23,Generate,,,,
6/6/2023 5:30:36 PM,16_114,69,32,Touch,,,,
6/6/2023 5:30:36 PM,16_114,99,16,Hit,1.810592,,,
6/6/2023 5:30:36 PM,114_117,99,16,Generate,,,,
6/6/2023 5:30:36 PM,114_117,98,16,Touch,,,,
6/6/2023 5:30:37 PM,114_117,114,49,Hit,2.365672,,,
6/6/2023 5:30:37 PM,71_117,114,49,Generate,,,,
6/6/2023 5:30:38 PM,71_117,101,51,Touch,,,,
6/6/2023 5:30:38 PM,71_117,71,117,Hit,1.254945,,,
6/6/2023 5:30:38 PM,108_117,71,117,Generate,,,,
6/6/2023 5:30:39 PM,108_117,88,117,Hit,2.888368,,,
6/6/2023 5:30:39 PM,43_108,88,117,Generate,,,,
6/6/2023 5:30:39 PM,43_108,109,101,Touch,,,,
6/6/2023 5:30:40 PM,43_108,108,42,Hit,1.455607,,,
6/6/2023 5:30:40 PM,43_87,108,42,Generate,,,,
6/6/2023 5:30:40 PM,43_87,109,43,Hit,1.498995,,,
6/6/2023 5:30:40 PM,87_116,109,43,Generate,,,,
6/6/2023 5:30:40 PM,87_116,109,43,Touch,,,,
6/6/2023 5:30:41 PM,87_116,90,87,Hit,1.099574,,,
6/6/2023 5:30:41 PM,59_116,90,87,Generate,,,,
6/6/2023 5:30:41 PM,59_116,106,115,Touch,,,,
6/6/2023 5:30:42 PM,59_116,59,116,Hit,1.576625,,,
6/6/2023 5:30:42 PM,59_115,59,116,Generate,,,,
6/6/2023 5:30:42 PM,59_115,59,100,Hit,1.298899,,,
6/6/2023 5:30:42 PM,14_115,59,100,Generate,,,,
6/6/2023 5:30:43 PM,14_115,44,115,Hit,1.022133,,,
6/6/2023 5:30:43 PM,3_14,44,115,Generate,,,,
6/6/2023 5:30:43 PM,3_14,30,68,Touch,,,,
6/6/2023 5:30:44 PM,3_14,15,20,Touch,,,,
6/6/2023 5:30:44 PM,3_14,30,3,Hit,1.222177,,,
6/6/2023 5:30:44 PM,14_21,30,3,Generate,,,,
6/6/2023 5:30:45 PM,14_21,15,22,Touch,,,,
6/6/2023 5:30:45 PM,14_21,14,22,Hit,3.19978,,,
6/6/2023 5:30:45 PM,21_96,14,22,Generate,,,,
6/6/2023 5:30:46 PM,21_96,29,20,Touch,,,,
6/6/2023 5:30:46 PM,21_96,74,21,Hit,2.276777,,,
6/6/2023 5:30:46 PM,29_96,74,21,Generate,,,,
6/6/2023 5:30:47 PM,29_96,44,96,Hit,1.721331,,,
6/6/2023 5:30:47 PM,29_81,44,96,Generate,,,,
6/6/2023 5:30:47 PM,29_81,46,97,Touch,,,,
6/6/2023 5:30:48 PM,29_81,29,81,Hit,1.656121,,,
6/6/2023 5:30:48 PM,81_130,29,81,Generate,,,,
6/6/2023 5:30:49 PM,81_130,75,81,Hit,1.65555,,,
6/6/2023 5:30:49 PM,59_130,75,81,Generate,,,,
6/6/2023 5:30:50 PM,59_130,74,130,Hit,1.854398,,,
6/6/2023 5:30:50 PM,59_91,74,130,Generate,,,,
6/6/2023 5:30:51 PM,59_91,59,115,Hit,1.821007,,,
6/6/2023 5:30:51 PM,15_91,59,115,Generate,,,,
