Participant,T1,T2,T3,T4,T5,T6
user1,4.141833,2.706534,1.023468,2.064887,1.23223,1.456303
,1.655643,3.364289,4.311325,0.7885984,1.933327,2.064494
,0.8441978,1.877199,1.044108,3.675817,3.888187,2.413706
,0.6660953,2.110827,1.366805,1.887951,1.465626,2.713279
,0.7329738,1.498667,0.9105903,1.667202,1.377089,1.768814
,0.6000244,3.021917,3.088675,0.7661412,1.344162,2.385756
,9.540692,1.844244,2.331485,0.721495,1.289141,6.47567
,0.8446931,2.76603,0.967311,2.555683,0.6656718,1.943846
,2.442445,4.698263,1.26646,1.037479,0.8109973,6.152395
,1.420993,1.199092,26.88798,1.153731,2.86648,1.543617
,1.500572,3.665783,,1.329142,1.188305,1.278266
,1.54556,0.6659564,,0.8103507,1.010076,1.587845
,1.965787,0.8670194,,1.032365,1.110982,3.810624
,4.499175,,,3.055319,1.011246,
,6.474707,,,1.176844,1.077274,
,0.5664214,,,2.188775,1.232086,
,3.599294,,,1.259204,0.9440179,
,3.266144,,,1.477689,2.355215,
,1.49915,,,1.051592,1.455804,
,1.032279,,,0.921285,1.321419,
,1.132877,,,1.189117,1.267221,
,1.066835,,,0.989007,1.366151,
,0.866618,,,0.9544216,1.488158,
,0.7334328,,,1.05533,1.278164,
,2.176512,,,1.366794,1.710378,
,0.9996418,,,1.888497,1.521907,
,,,,1.5659,3.343631,
,,,,1.199415,1.410985,
,,,,1.593886,1.821261,
,,,,1.610031,1.665837,
,,,,1.205225,1.088951,
,,,,1.177799,0.9437659,
,,,,1.00031,0.9880781,
,,,,0.8552943,1.076989,
,,,,1.176479,1.098967,
,,,,1.088349,0.8891516,
,,,,0.9222034,1.133527,
,,,,1.04464,1.366111,
,,,,1.100326,1.133738,
,,,,1.276561,0.9002149,
,,,,1.410063,,
,,,,1.166693,,
,,,,1.210953,,
