Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/1/2023 1:42:22 PM,10_10,15,13,Generate,,,,
6/1/2023 1:42:22 PM,10_22,15,13,Generate,,,,
6/1/2023 1:42:22 PM,10_22,10,13,Hit,0.5810505,,,
6/1/2023 1:42:22 PM,3_22,10,13,Generate,,,,
6/1/2023 1:42:23 PM,3_22,3,13,Hit,0.6409598,,,
6/1/2023 1:42:23 PM,5_22,3,13,Generate,,,,
6/1/2023 1:42:24 PM,5_22,5,17,Hit,0.9453963,,,
6/1/2023 1:42:24 PM,22_22,5,17,Generate,,,,
6/1/2023 1:42:24 PM,22_22,5,22,Hit,0.5907243,,,
6/1/2023 1:42:24 PM,14_14,5,22,Generate,,,,
6/1/2023 1:42:25 PM,14_14,5,23,Touch,,,,
6/1/2023 1:42:25 PM,14_14,6,14,Hit,0.676639,,,
6/1/2023 1:42:25 PM,20_20,6,14,Generate,,,,
6/1/2023 1:42:26 PM,20_20,10,21,Touch,,,,
6/1/2023 1:42:26 PM,20_20,10,20,Hit,0.7792847,,,
6/1/2023 1:42:26 PM,6_6,10,20,Generate,,,,
6/1/2023 1:42:27 PM,6_6,6,16,Hit,1.010695,,,
6/1/2023 1:42:27 PM,18_18,6,16,Generate,,,,
6/1/2023 1:42:29 PM,18_18,6,19,Touch,,,,
6/1/2023 1:42:29 PM,18_18,6,18,Hit,2.31048,,,
6/1/2023 1:42:29 PM,17_17,6,18,Generate,,,,
6/1/2023 1:42:29 PM,17_17,6,18,Touch,,,,
6/1/2023 1:42:29 PM,17_17,6,18,Touch,,,,
6/1/2023 1:42:29 PM,17_17,6,22,Touch,,,,
6/1/2023 1:42:30 PM,17_17,14,17,Hit,0.5104825,,,
6/1/2023 1:42:30 PM,13_13,14,17,Generate,,,,
6/1/2023 1:42:30 PM,13_13,10,13,Hit,0.4327783,,,
6/1/2023 1:42:30 PM,12_12,10,13,Generate,,,,
6/1/2023 1:42:30 PM,12_12,10,13,Touch,,,,
6/1/2023 1:42:31 PM,12_12,10,12,Touch,,,,
6/1/2023 1:42:31 PM,12_12,10,12,Touch,,,,
6/1/2023 1:42:31 PM,12_12,10,12,Touch,,,,
6/1/2023 1:42:31 PM,12_12,10,12,Touch,,,,
6/1/2023 1:42:31 PM,12_12,10,12,Touch,,,,
6/1/2023 1:42:32 PM,12_12,10,13,Touch,,,,
6/1/2023 1:42:32 PM,12_12,10,12,Touch,,,,
6/1/2023 1:42:34 PM,12_12,14,12,Touch,,,,
6/1/2023 1:42:34 PM,12_12,14,12,Touch,,,,
6/1/2023 1:42:34 PM,12_12,14,12,Touch,,,,
6/1/2023 1:42:34 PM,12_12,14,12,Touch,,,,
6/1/2023 1:42:34 PM,12_12,14,12,Touch,,,,
6/1/2023 1:42:34 PM,12_12,14,12,Touch,,,,
6/1/2023 1:42:34 PM,12_12,12,8,Touch,,,,
6/1/2023 1:42:34 PM,12_12,12,8,Touch,,,,
6/1/2023 1:42:34 PM,12_12,12,12,Hit,4.232374,,,
6/1/2023 1:42:34 PM,17_17,12,12,Generate,,,,
6/1/2023 1:42:35 PM,17_17,12,12,Touch,,,,
6/1/2023 1:42:35 PM,17_17,17,12,Hit,0.4668948,,,
6/1/2023 1:42:35 PM,21_21,17,12,Generate,,,,
6/1/2023 1:42:35 PM,21_21,17,12,Touch,,,,
6/1/2023 1:42:36 PM,21_21,22,12,Touch,,,,
6/1/2023 1:42:36 PM,21_21,21,16,Hit,0.9658738,,,
6/1/2023 1:42:36 PM,18_18,21,16,Generate,,,,
6/1/2023 1:42:36 PM,18_18,21,20,Touch,,,,
6/1/2023 1:42:36 PM,18_18,17,16,Touch,,,,
6/1/2023 1:42:36 PM,18_18,18,16,Hit,0.6445699,,,
6/1/2023 1:42:36 PM,6_6,18,16,Generate,,,,
6/1/2023 1:42:37 PM,6_6,17,16,Touch,,,,
6/1/2023 1:42:37 PM,6_6,10,16,Touch,,,,
6/1/2023 1:42:37 PM,6_6,5,-1,Touch,,,,
6/1/2023 1:42:37 PM,6_6,5,-1,Touch,,,,
6/1/2023 1:42:38 PM,6_6,6,-1,Hit,1.066405,,,
6/1/2023 1:42:38 PM,0_0,6,-1,Generate,,,,
6/1/2023 1:42:38 PM,0_0,0,-1,Hit,0.6769872,,,
6/1/2023 1:42:38 PM,14_14,0,-1,Generate,,,,
6/1/2023 1:42:39 PM,14_14,18,-1,Touch,,,,
6/1/2023 1:42:39 PM,14_14,14,-1,Hit,0.9888023,,,
6/1/2023 1:42:39 PM,17_17,14,-1,Generate,,,,
6/1/2023 1:42:39 PM,17_17,14,-1,Touch,,,,
6/1/2023 1:42:40 PM,17_17,17,-1,Hit,0.4998878,,,
6/1/2023 1:42:40 PM,20_20,17,-1,Generate,,,,
6/1/2023 1:42:40 PM,20_20,17,20,Touch,,,,
6/1/2023 1:42:40 PM,20_20,17,20,Touch,,,,
6/1/2023 1:42:40 PM,20_20,18,20,Touch,,,,
6/1/2023 1:42:41 PM,20_20,18,20,Touch,,,,
6/1/2023 1:42:41 PM,20_20,14,20,Hit,1.266776,,,
6/1/2023 1:42:41 PM,10_10,14,20,Generate,,,,
6/1/2023 1:42:41 PM,10_10,14,21,Touch,,,,
6/1/2023 1:42:41 PM,10_10,10,20,Hit,0.4330387,,,
6/1/2023 1:42:41 PM,0_0,10,20,Generate,,,,
6/1/2023 1:42:42 PM,0_0,10,20,Touch,,,,
6/1/2023 1:42:42 PM,0_0,0,20,Hit,0.6772906,,,
6/1/2023 1:42:42 PM,18_18,0,20,Generate,,,,
6/1/2023 1:42:42 PM,18_18,0,20,Touch,,,,
6/1/2023 1:42:43 PM,18_18,18,20,Hit,0.6324192,,,
6/1/2023 1:42:43 PM,8_8,18,20,Generate,,,,
6/1/2023 1:42:43 PM,8_8,18,20,Touch,,,,
6/1/2023 1:42:43 PM,8_8,8,20,Hit,0.4886709,,,
6/1/2023 1:42:43 PM,0_0,8,20,Generate,,,,
6/1/2023 1:42:43 PM,0_0,8,20,Touch,,,,
6/1/2023 1:42:44 PM,0_0,4,20,Touch,,,,
6/1/2023 1:42:44 PM,0_0,0,20,Hit,0.6673207,,,
6/1/2023 1:42:44 PM,4_4,0,20,Generate,,,,
6/1/2023 1:42:44 PM,4_4,0,20,Touch,,,,
6/1/2023 1:42:44 PM,4_4,4,20,Hit,0.5223106,,,
6/1/2023 1:42:44 PM,1_1,4,20,Generate,,,,
6/1/2023 1:42:44 PM,1_1,4,20,Touch,,,,
6/1/2023 1:42:45 PM,1_1,1,20,Hit,0.4110717,,,
6/1/2023 1:42:45 PM,9_9,1,20,Generate,,,,
6/1/2023 1:42:45 PM,9_9,1,20,Touch,,,,
6/1/2023 1:42:45 PM,9_9,8,20,Touch,,,,
6/1/2023 1:42:46 PM,9_9,9,20,Hit,0.7325596,,,
6/1/2023 1:42:46 PM,8_8,9,20,Generate,,,,
6/1/2023 1:42:46 PM,8_8,9,20,Touch,,,,
6/1/2023 1:42:46 PM,8_8,8,20,Hit,0.4006821,,,
6/1/2023 1:42:46 PM,14_14,8,20,Generate,,,,
6/1/2023 1:42:46 PM,14_14,14,20,Hit,0.3767526,,,
6/1/2023 1:42:46 PM,13_13,14,20,Generate,,,,
