Participant,T1,T2,T3,T4,T5,T6
user2,0.666004,1.348362,1.151665,0.8210809,1.619922,0.9107797
,1.599783,0.9001098,4.741961,1.010921,2.125544,1.576328
,0.7659923,2.06676,4.697875,21.8799,3.878958,0.8440158
,3.28727,4.995987,2.500591,22.26943,5.533534,1.908956
,0.7662648,,3.066622,1.079312,2.187179,1.344411
,1.432418,,0.7335061,1.479124,3.665874,2.043823
,1.376584,,4.175815,0.7770913,4.27621,6.364978
,1.165714,,3.243117,1.620746,1.099626,6.466522
,1.465955,,1.498923,1.716281,0.8226513,4.109754
,1.676317,,3.109312,3.121344,1.932405,3.575873
,1.567998,,3.989734,0.1886616,1.220918,1.411711
,1.366699,,,1.295608,1.276312,2.288493
,1.298741,,,0.8340468,1.232158,1.399096
,1.156488,,,1.02098,1.27878,1.731294
,3.433082,,,,1.681438,1.388393
,2.231743,,,,1.532781,0.7107755
,0.7661132,,,,1.651468,3.242076
,,,,,1.820578,1.622233
,,,,,1.61061,0.7668791
,,,,,1.421871,2.545051
,,,,,0.8888611,0.9667867
,,,,,1.556865,7.098145
,,,,,0.1432771,
,,,,,1.454757,
,,,,,1.921273,
,,,,,1.388654,
,,,,,1.466696,
,,,,,1.757929,
,,,,,0.8876013,
,,,,,2.898801,
,,,,,1.687661,
