Participant,T1,T2,T3,T4,T5,T6
user7,1.586982,2.475007,3.096914,4.546347,1.383804,1.78566
,11.07698,,3.144275,1.37704,2.454438,15.16055
,1.232618,,5.498612,6.867858,3.265181,1.676362
,0.7887336,,1.333654,2.50991,1.166708,17.39618
,2.643538,,,2.198837,0.7991503,3.477191
,0.8780703,,,2.322287,4.931136,2.032056
,2.631914,,,1.466306,2.143975,1.710551
,0.8338558,,,1.389028,0.9731445,0.3450151
,2.099533,,,1.066095,4.628455,1.86686
,,,,7.753863,1.360215,1.821468
,,,,1.42156,0.8172267,1.699603
,,,,2.266176,2.088305,2.066526
,,,,1.121472,0.9337557,0.9105552
,,,,0.9667647,2.170288,
,,,,1.554669,1.299351,
,,,,0.9105755,0.7114189,
,,,,0.9999896,3.090415,
,,,,13.14041,1.465486,
,,,,2.522063,1.300224,
,,,,,2.945034,
,,,,,1.42111,
,,,,,2.810421,
,,,,,1.345208,
,,,,,1.398944,
,,,,,1.487073,
,,,,,0.9668473,
,,,,,2.765756,
,,,,,0.7661526,
,,,,,2.543415,
,,,,,1.466199,
,,,,,1.476587,
