Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/13/2023 8:52:48 PM,23_23,34,30,Generate,,,,
6/13/2023 8:52:48 PM,23_46,34,30,Generate,,,,
6/13/2023 8:52:51 PM,23_46,40,20,Touch,,,,
6/13/2023 8:52:51 PM,23_46,46,19,Hit,3.028918,,,
6/13/2023 8:52:51 PM,18_23,46,19,Generate,,,,
6/13/2023 8:52:51 PM,18_23,47,26,Touch,,,,
6/13/2023 8:52:52 PM,18_23,35,30,Touch,,,,
6/13/2023 8:52:52 PM,18_23,16,30,Touch,,,,
6/13/2023 8:52:52 PM,18_23,16,30,Touch,,,,
6/13/2023 8:52:52 PM,18_23,20,30,Touch,,,,
6/13/2023 8:52:52 PM,18_23,19,30,Touch,,,,
6/13/2023 8:52:53 PM,18_23,19,30,Touch,,,,
6/13/2023 8:52:53 PM,18_23,35,9,Touch,,,,
6/13/2023 8:52:53 PM,18_23,23,13,Hit,5.251944,,,
6/13/2023 8:52:53 PM,18_39,23,13,Generate,,,,
6/13/2023 8:52:53 PM,18_39,23,12,Touch,,,,
6/13/2023 8:52:53 PM,18_39,23,18,Touch,,,,
6/13/2023 8:52:54 PM,18_39,23,18,Hit,2.543327,,,
6/13/2023 8:52:54 PM,10_39,23,18,Generate,,,,
6/13/2023 8:52:54 PM,10_39,23,18,Touch,,,,
6/13/2023 8:52:54 PM,10_39,34,12,Touch,,,,
6/13/2023 8:52:54 PM,10_39,45,12,Touch,,,,
6/13/2023 8:52:54 PM,10_39,39,13,Hit,1.021537,,,
6/13/2023 8:52:54 PM,10_45,39,13,Generate,,,,
6/13/2023 8:52:54 PM,10_45,33,15,Touch,,,,
6/13/2023 8:52:54 PM,10_45,34,16,Touch,,,,
6/13/2023 8:52:55 PM,10_45,34,16,Touch,,,,
6/13/2023 8:52:55 PM,10_45,16,9,Touch,,,,
6/13/2023 8:52:55 PM,10_45,16,9,Touch,,,,
6/13/2023 8:52:55 PM,10_45,10,14,Hit,1.399725,,,
6/13/2023 8:52:55 PM,9_45,10,14,Generate,,,,
6/13/2023 8:52:55 PM,9_45,4,13,Touch,,,,
6/13/2023 8:52:55 PM,9_45,10,18,Touch,,,,
6/13/2023 8:52:55 PM,9_45,9,18,Hit,0.4997538,,,
6/13/2023 8:52:55 PM,17_45,9,18,Generate,,,,
6/13/2023 8:52:56 PM,17_45,9,18,Touch,,,,
6/13/2023 8:52:56 PM,17_45,16,18,Touch,,,,
6/13/2023 8:52:56 PM,17_45,17,18,Touch,,,,
6/13/2023 8:52:56 PM,17_45,17,18,Touch,,,,
6/13/2023 8:52:56 PM,17_45,17,24,Touch,,,,
6/13/2023 8:52:57 PM,17_45,11,24,Touch,,,,
6/13/2023 8:52:57 PM,17_45,11,-1,Touch,,,,
6/13/2023 8:52:57 PM,17_45,17,11,Touch,,,,
6/13/2023 8:52:57 PM,17_45,17,17,Hit,2.033027,,,
6/13/2023 8:52:57 PM,45_45,17,17,Generate,,,,
6/13/2023 8:52:58 PM,45_45,50,15,Touch,,,,
6/13/2023 8:52:58 PM,45_45,50,20,Touch,,,,
6/13/2023 8:52:58 PM,45_45,50,20,Touch,,,,
6/13/2023 8:52:59 PM,45_45,51,20,Touch,,,,
6/13/2023 8:52:59 PM,45_45,44,18,Touch,,,,
6/13/2023 8:52:59 PM,45_45,39,18,Touch,,,,
6/13/2023 8:52:59 PM,45_45,41,13,Touch,,,,
6/13/2023 8:52:59 PM,45_45,39,12,Touch,,,,
6/13/2023 8:53:00 PM,45_45,39,13,Touch,,,,
6/13/2023 8:53:00 PM,45_45,40,13,Touch,,,,
6/13/2023 8:53:00 PM,45_45,45,6,Hit,2.598874,,,
6/13/2023 8:53:00 PM,52_52,45,6,Generate,,,,
6/13/2023 8:53:00 PM,52_52,51,12,Touch,,,,
6/13/2023 8:53:01 PM,52_52,53,12,Touch,,,,
6/13/2023 8:53:01 PM,52_52,52,12,Hit,0.7005163,,,
6/13/2023 8:53:01 PM,23_23,52,12,Generate,,,,
6/13/2023 8:53:01 PM,23_23,52,12,Touch,,,,
6/13/2023 8:53:01 PM,23_23,46,13,Touch,,,,
6/13/2023 8:53:01 PM,23_23,29,24,Touch,,,,
6/13/2023 8:53:01 PM,23_23,22,24,Touch,,,,
6/13/2023 8:53:02 PM,23_23,22,-1,Touch,,,,
6/13/2023 8:53:02 PM,23_23,22,30,Touch,,,,
6/13/2023 8:53:02 PM,23_23,22,21,Touch,,,,
6/13/2023 8:53:02 PM,23_23,29,16,Touch,,,,
6/13/2023 8:53:03 PM,23_23,29,17,Touch,,,,
6/13/2023 8:53:03 PM,23_23,29,17,Touch,,,,
6/13/2023 8:53:03 PM,23_23,29,17,Touch,,,,
6/13/2023 8:53:03 PM,23_23,29,17,Touch,,,,
6/13/2023 8:53:03 PM,23_23,29,23,Hit,2.69855,,,
6/13/2023 8:53:03 PM,45_45,29,23,Generate,,,,
6/13/2023 8:53:04 PM,45_45,29,20,Touch,,,,
6/13/2023 8:53:04 PM,45_45,45,8,Hit,0.6114794,,,
6/13/2023 8:53:04 PM,4_4,45,8,Generate,,,,
6/13/2023 8:53:04 PM,4_4,51,8,Touch,,,,
6/13/2023 8:53:05 PM,4_4,9,19,Touch,,,,
6/13/2023 8:53:05 PM,4_4,4,19,Hit,0.7239692,,,
6/13/2023 8:53:05 PM,15_15,4,19,Generate,,,,
6/13/2023 8:53:05 PM,15_15,4,19,Touch,,,,
6/13/2023 8:53:05 PM,15_15,9,19,Touch,,,,
6/13/2023 8:53:05 PM,15_15,15,18,Hit,0.5419284,,,
6/13/2023 8:53:05 PM,16_16,15,18,Generate,,,,
6/13/2023 8:53:05 PM,16_16,15,18,Touch,,,,
6/13/2023 8:53:06 PM,16_16,15,18,Touch,,,,
6/13/2023 8:53:06 PM,16_16,17,19,Touch,,,,
6/13/2023 8:53:06 PM,16_16,16,18,Touch,,,,
6/13/2023 8:53:06 PM,16_16,17,13,Touch,,,,
6/13/2023 8:53:06 PM,16_16,17,13,Touch,,,,
6/13/2023 8:53:07 PM,16_16,16,13,Hit,1.288796,,,
6/13/2023 8:53:07 PM,24_24,16,13,Generate,,,,
6/13/2023 8:53:07 PM,24_24,16,13,Touch,,,,
6/13/2023 8:53:07 PM,24_24,27,12,Touch,,,,
6/13/2023 8:53:07 PM,24_24,25,-1,Touch,,,,
6/13/2023 8:53:07 PM,24_24,25,12,Touch,,,,
6/13/2023 8:53:08 PM,24_24,26,25,Touch,,,,
6/13/2023 8:53:08 PM,24_24,41,24,Touch,,,,
6/13/2023 8:53:08 PM,24_24,41,24,Touch,,,,
6/13/2023 8:53:09 PM,24_24,28,18,Touch,,,,
6/13/2023 8:53:09 PM,24_24,28,18,Touch,,,,
6/13/2023 8:53:09 PM,24_24,28,18,Touch,,,,
6/13/2023 8:53:09 PM,24_24,31,24,Touch,,,,
6/13/2023 8:53:09 PM,24_24,24,18,Hit,2.743557,,,
6/13/2023 8:53:09 PM,19_19,24,18,Generate,,,,
6/13/2023 8:53:10 PM,19_19,24,12,Touch,,,,
6/13/2023 8:53:10 PM,19_19,19,18,Hit,0.4015809,,,
6/13/2023 8:53:10 PM,25_25,19,18,Generate,,,,
6/13/2023 8:53:10 PM,25_25,19,18,Touch,,,,
6/13/2023 8:53:10 PM,25_25,25,12,Hit,0.3979331,,,
6/13/2023 8:53:10 PM,51_51,25,12,Generate,,,,
6/13/2023 8:53:10 PM,51_51,31,12,Touch,,,,
6/13/2023 8:53:11 PM,51_51,-1,-1,Touch,,,,
6/13/2023 8:53:11 PM,51_51,-1,-1,Touch,,,,
6/13/2023 8:53:11 PM,51_51,52,18,Touch,,,,
6/13/2023 8:53:11 PM,51_51,52,18,Touch,,,,
6/13/2023 8:53:11 PM,51_51,51,18,Hit,1.299448,,,
6/13/2023 8:53:11 PM,27_27,51,18,Generate,,,,
6/13/2023 8:53:12 PM,27_27,-1,18,Touch,,,,
6/13/2023 8:53:12 PM,27_27,33,24,Touch,,,,
6/13/2023 8:53:12 PM,27_27,27,24,Hit,0.6994725,,,
6/13/2023 8:53:12 PM,7_7,27,24,Generate,,,,
6/13/2023 8:53:12 PM,7_7,27,24,Touch,,,,
6/13/2023 8:53:13 PM,7_7,12,18,Touch,,,,
6/13/2023 8:53:13 PM,7_7,6,18,Touch,,,,
6/13/2023 8:53:13 PM,7_7,7,18,Hit,0.7665406,,,
6/13/2023 8:53:13 PM,2_2,7,18,Generate,,,,
6/13/2023 8:53:13 PM,2_2,7,18,Touch,,,,
6/13/2023 8:53:13 PM,2_2,1,18,Touch,,,,
6/13/2023 8:53:13 PM,2_2,8,18,Touch,,,,
6/13/2023 8:53:14 PM,2_2,9,18,Touch,,,,
6/13/2023 8:53:14 PM,2_2,1,12,Touch,,,,
6/13/2023 8:53:14 PM,2_2,1,18,Touch,,,,
6/13/2023 8:53:14 PM,2_2,0,12,Touch,,,,
6/13/2023 8:53:14 PM,2_2,0,12,Touch,,,,
6/13/2023 8:53:15 PM,2_2,2,12,Hit,1.700166,,,
6/13/2023 8:53:15 PM,45_45,2,12,Generate,,,,
6/13/2023 8:53:15 PM,45_45,1,1,Touch,,,,
6/13/2023 8:53:15 PM,45_45,50,12,Touch,,,,
6/13/2023 8:53:15 PM,45_45,50,6,Touch,,,,
6/13/2023 8:53:16 PM,45_45,45,6,Hit,0.9331225,,,
6/13/2023 8:53:16 PM,1_1,45,6,Generate,,,,
6/13/2023 8:53:16 PM,1_1,44,6,Touch,,,,
6/13/2023 8:53:16 PM,1_1,6,12,Touch,,,,
6/13/2023 8:53:16 PM,1_1,6,12,Touch,,,,
6/13/2023 8:53:16 PM,1_1,6,12,Touch,,,,
6/13/2023 8:53:17 PM,1_1,0,12,Touch,,,,
6/13/2023 8:53:17 PM,1_1,0,12,Touch,,,,
6/13/2023 8:53:17 PM,1_1,15,2,Touch,,,,
6/13/2023 8:53:17 PM,1_1,27,1,Hit,1.832871,,,
6/13/2023 8:53:17 PM,52_52,27,1,Generate,,,,
6/13/2023 8:53:18 PM,52_52,28,7,Touch,,,,
6/13/2023 8:53:18 PM,52_52,52,7,Hit,0.5329,,,
6/13/2023 8:53:18 PM,25_25,52,7,Generate,,,,
