Timestamp,ActiveCells,RightProjectionCell,LeftProjectionCell,Action,TimeToHit,LostTrackOfLeft,LostTrackOfRight
6/3/2023 1:34:11 PM,142_142,46,36,Generate,,,,
6/3/2023 1:34:11 PM,32_142,46,36,Generate,,,,
6/3/2023 1:34:12 PM,32_142,97,40,Touch,,,,
6/3/2023 1:34:12 PM,32_142,97,31,Touch,,,,
6/3/2023 1:34:13 PM,32_142,124,47,Touch,,,,
6/3/2023 1:34:14 PM,32_142,143,38,Touch,,,,
6/3/2023 1:34:14 PM,32_142,143,38,Touch,,,,
6/3/2023 1:34:14 PM,32_142,143,38,Touch,,,,
6/3/2023 1:34:14 PM,32_142,143,38,Touch,,,,
6/3/2023 1:34:14 PM,32_142,143,32,Hit,3.096914,,,
6/3/2023 1:34:14 PM,138_142,143,32,Generate,,,,
6/3/2023 1:34:15 PM,138_142,143,32,Touch,,,,
6/3/2023 1:34:16 PM,138_142,122,136,Touch,,,,
6/3/2023 1:34:16 PM,138_142,122,136,Touch,,,,
6/3/2023 1:34:16 PM,138_142,123,136,Touch,,,,
6/3/2023 1:34:16 PM,138_142,123,136,Touch,,,,
6/3/2023 1:34:16 PM,138_142,123,136,Touch,,,,
6/3/2023 1:34:16 PM,138_142,123,136,Touch,,,,
6/3/2023 1:34:16 PM,138_142,123,136,Touch,,,,
6/3/2023 1:34:17 PM,138_142,123,136,Touch,,,,
6/3/2023 1:34:17 PM,138_142,124,55,Touch,,,,
6/3/2023 1:34:18 PM,138_142,138,56,Hit,3.144275,,,
6/3/2023 1:34:18 PM,58_142,138,56,Generate,,,,
6/3/2023 1:34:18 PM,58_142,138,47,Touch,,,,
6/3/2023 1:34:19 PM,58_142,66,56,Touch,,,,
6/3/2023 1:34:19 PM,58_142,66,56,Touch,,,,
6/3/2023 1:34:19 PM,58_142,57,55,Touch,,,,
6/3/2023 1:34:19 PM,58_142,56,55,Touch,,,,
6/3/2023 1:34:19 PM,58_142,98,57,Touch,,,,
6/3/2023 1:34:20 PM,58_142,97,67,Touch,,,,
6/3/2023 1:34:20 PM,58_142,97,67,Touch,,,,
6/3/2023 1:34:21 PM,58_142,97,68,Touch,,,,
6/3/2023 1:34:21 PM,58_142,107,66,Touch,,,,
6/3/2023 1:34:21 PM,58_142,139,66,Touch,,,,
6/3/2023 1:34:21 PM,58_142,139,67,Touch,,,,
6/3/2023 1:34:22 PM,58_142,139,67,Touch,,,,
6/3/2023 1:34:23 PM,58_142,59,64,Touch,,,,
6/3/2023 1:34:23 PM,58_142,60,57,Touch,,,,
6/3/2023 1:34:23 PM,58_142,60,58,Hit,5.498612,,,
6/3/2023 1:34:23 PM,49_142,60,58,Generate,,,,
6/3/2023 1:34:23 PM,49_142,60,58,Touch,,,,
6/3/2023 1:34:24 PM,49_142,60,58,Touch,,,,
6/3/2023 1:34:24 PM,49_142,60,49,Hit,1.333654,,,
6/3/2023 1:34:24 PM,122_142,60,49,Generate,,,,
6/3/2023 1:34:25 PM,122_142,61,58,Touch,,,,
6/3/2023 1:34:25 PM,122_142,61,64,Touch,,,,
6/3/2023 1:34:26 PM,122_142,129,55,Touch,,,,
6/3/2023 1:34:26 PM,122_142,130,55,Touch,,,,
6/3/2023 1:34:26 PM,122_142,139,55,Touch,,,,
6/3/2023 1:34:26 PM,122_142,130,55,Touch,,,,
6/3/2023 1:34:27 PM,122_142,96,138,Touch,,,,
6/3/2023 1:34:28 PM,122_142,105,130,Touch,,,,
6/3/2023 1:34:28 PM,122_142,105,130,Touch,,,,
6/3/2023 1:34:28 PM,122_142,105,130,Touch,,,,
6/3/2023 1:34:30 PM,122_142,96,130,Touch,,,,
6/3/2023 1:34:30 PM,122_142,106,47,Touch,,,,
6/3/2023 1:34:30 PM,122_142,132,48,Touch,,,,
6/3/2023 1:34:30 PM,122_142,128,55,Touch,,,,
6/3/2023 1:34:31 PM,122_142,129,46,Touch,,,,
6/3/2023 1:34:31 PM,122_142,130,47,Touch,,,,
6/3/2023 1:34:31 PM,122_142,121,-1,Touch,,,,
6/3/2023 1:34:31 PM,122_142,129,46,Touch,,,,
6/3/2023 1:34:32 PM,122_142,138,47,Touch,,,,
6/3/2023 1:34:32 PM,122_142,139,47,Touch,,,,
6/3/2023 1:34:32 PM,122_142,139,47,Touch,,,,
6/3/2023 1:34:32 PM,122_142,120,56,Touch,,,,
6/3/2023 1:34:34 PM,122_142,111,55,Touch,,,,
6/3/2023 1:34:34 PM,122_142,121,47,Touch,,,,
6/3/2023 1:34:34 PM,122_142,129,55,Touch,,,,
6/3/2023 1:34:35 PM,122_142,120,46,Touch,,,,
6/3/2023 1:34:36 PM,122_142,77,109,Touch,,,,
6/3/2023 1:34:36 PM,122_142,86,120,Touch,,,,
6/3/2023 1:34:36 PM,122_142,96,139,Touch,,,,
6/3/2023 1:34:37 PM,122_142,97,140,Touch,,,,
6/3/2023 1:34:38 PM,122_142,96,123,Touch,,,,
6/3/2023 1:34:38 PM,122_142,88,130,Touch,,,,
