Participant,T1,T2,T3,T4,T5,T6
user11,13.41795,5.645006,4.472087,0.9222938,1.267048,1.04098
,2.637248,12.75809,6.641218,0.8985786,1.671847,1.569795
,17.34975,11.54807,1.199082,2.372128,1.41164,1.264953
,2.800331,2.926711,14.43725,1.333284,2.19141,1.645088
,8.768804,1.563427,4.834572,1.199787,2.243649,5.22402
,1.299556,2.366658,0.8766026,1.339382,1.000001,11.97623
,,1.878174,4.676912,1.855121,5.390544,0.8974956
,,1.822213,2.398653,1.178147,1.595038,1.066931
,,1.377171,1.199917,2.95524,1.531785,4.444288
,,,,1.633264,0.9990752,2.776089
,,,,1.555788,3.080894,1.316912
,,,,0.8703827,2.12848,1.148736
,,,,2.409601,1.922053,1.043513
,,,,1.177095,2.126499,1.011325
,,,,1.111299,1.076774,
,,,,1.288294,3.009583,
,,,,1.442692,1.033585,
,,,,1.288695,0.5660312,
,,,,1.12309,,
,,,,1.577325,,
,,,,2.665766,,
,,,,1.264997,,
,,,,2.32147,,
,,,,2.706717,,
,,,,1.677325,,
,,,,0.8039341,,
,,,,1.065807,,
,,,,0.6554731,,
,,,,2.076848,,
,,,,1.677445,,
,,,,1.489167,,
,,,,1.343452,,
,,,,1.588035,,
,,,,1.277758,,
,,,,1.288057,,
,,,,0.8109003,,
,,,,2.333847,,
,,,,0.8326127,,
