Participant,T1,T2,T3,T4,T5,T6
user8,2.143224,1.241032,11.01687,0.7433899,2.586743,4.842982
,2.044022,4.419729,13.94048,1.210065,1.376611,2.400044
,6.988254,1.343824,3.576092,0.9883052,4.60878,15.80445
,3.732194,9.275157,2.589419,24.33667,1.066755,11.16265
,10.07531,5.597517,15.98483,23.94782,13.10683,9.197472
,4.32188,1.233059,1.221055,1.188257,1.39936,0.9659371
,1.588346,1.866096,,,15.66135,8.431354
,1.15508,0.9665784,,,1.811463,1.133188
,1.721482,0.7330636,,,2.088696,
,1.921351,6.731845,,,0.2448615,
,0.7219355,3.199663,,,2.043765,
,0.9997644,6.564037,,,2.454626,
,1.944076,5.341771,,,2.699412,
,1.788244,0.899883,,,,
,3.065022,1.132966,,,,
,1.065389,1.38958,,,,
,1.755847,2.687136,,,,
,1.899794,1.000616,,,,
,1.332563,1.5211,,,,
,0.900313,,,,,
,2.099185,,,,,
,1.578086,,,,,
,3.476532,,,,,
