Participant,T1,T2,T3,T4,T5,T6
user4,8.496324,9.737823,7.561083,1.510926,1.821117,0.9910163
,9.34025,1.598629,8.125812,0.710395,2.676515,1.333284
,1.944062,9.94159,0.9654186,2.82058,1.843438,3.240729
,1.84387,1.066846,1.066396,0.9891533,4.032497,1.867457
,6.397383,2.499554,4.109469,1.854649,2.243756,2.477942
,3.065682,26.08891,4.766956,1.188106,2.155431,1.021702
,9.430901,1.765421,6.420722,1.010975,1.043597,3.532033
,,1.500015,1.611082,5.831564,4.499007,2.766089
,,1.599633,4.764902,1.777429,3.232464,10.68562
,,1.466977,,6.552079,1.931743,3.1101
,,,,1.611369,4.221404,3.089258
,,,,1.633397,2.088598,1.097872
,,,,0.2110262,1.00008,2.077757
,,,,1.498666,1.266639,9.063873
,,,,1.433367,0.6880784,0.8437274
,,,,2.654876,6.35339,1.277534
,,,,0.9221069,,1.111436
,,,,3.988159,,1.210659
,,,,3.154776,,
,,,,1.488543,,
