Participant,T1,T2,T3,T4,T5,T6
user11,1.297921,1.333673,3.409171,1.120646,1.046449,1.096718
,0.9649051,8.444016,3.110538,2.168127,1.568684,2.042592
,2.951399,2.767019,11.5308,1.923674,19.85979,1.635485
,0.6338435,1.631893,1.477612,0.844393,1.74402,1.389729
,0.5669492,0.966866,29.20015,2.455036,20.14857,1.599243
,2.800745,0.433431,0.7666695,0.7663124,1.100864,1.632846
,0.9328097,0.9660433,,1.498588,0.8986221,1.276847
,2.464913,1.211444,,0.9223644,4.098912,1.276212
,0.5337071,1.133239,,0.0113137,1.922071,1.665676
,4.67625,1.666026,,0.9337078,0.8887055,1.589093
,0.5999331,1.532558,,1.077337,2.544196,1.544521
,7.308994,0.8665103,,0.777154,1.399537,1.377272
,1.399069,0.7660055,,1.244914,1.710622,1.443394
,8.076175,0.5333086,,1.387388,,1.511188
,8.230706,2.366081,,0.8999358,,4.320779
,,1.343486,,0.6665715,,11.90775
,,0.9887541,,0.7559889,,1.000277
,,,,0.8550721,,10.94009
,,,,0.888738,,4.653911
,,,,1.210119,,1.444334
,,,,1.077754,,
,,,,1.04379,,
,,,,1.000215,,
,,,,1.421048,,
,,,,1.121765,,
,,,,0.8440785,,
,,,,1.133276,,
,,,,0.8556994,,
,,,,0.8889164,,
,,,,1.220797,,
,,,,0.8219429,,
,,,,0.9337422,,
