Participant,T1,T2,T3,T4,T5,T6
user3,3.446693,0.7737761,3.975452,4.235435,1.619999,1.430965
,4.82658,6.051599,0.9334549,5.464304,2.573848,2.126009
,0.8996449,1.299802,1.588327,2.109576,2.045428,1.400749
,0.9001008,2.43205,0.9656074,2.009784,0.6545323,1.299938
,4.965969,1.210967,1.14489,2.888276,2.4986,0.9219047
,2.666424,10.97326,0.6997769,2.921573,1.443601,0.7336988
,6.308252,0.8994649,0.9996993,2.399683,1.587897,2.977407
,,2.231958,13.66252,1.976946,2.321844,1.543397
,,1.455851,4.242803,1.777062,0.4560932,1.366686
,,5.642746,1.531557,2.044228,2.587852,1.066993
,,11.30904,1.922085,0.9332222,2.243689,0.8324556
,,1.865849,0.7330332,2.810035,0.888464,2.48784
,,0.9438301,2.522447,0.8114019,3.233851,2.000163
,,,7.876124,2.776998,0.7215075,1.632467
,,,1.100226,0.7884893,2.954641,2.121216
,,,5.286019,2.932056,0.7105193,2.866106
,,,1.599804,1.510519,0.822103,0.7770956
,,,1.523111,4.065234,3.45474,2.920642
,,,2.498798,0.8554065,1.822391,1.333304
,,,,3.366156,2.110154,1.323187
,,,,1.988513,0.6664827,1.554458
,,,,2.832073,2.010574,1.554035
,,,,2.698727,1.02122,1.377898
,,,,1.621199,2.432807,1.47698
,,,,,0.8993779,1.421852
,,,,,3.543391,1.799772
,,,,,1.011026,1.899824
,,,,,3.298624,2.654788
,,,,,1.310736,2.443805
,,,,,2.944007,1.410752
,,,,,,1.366231
,,,,,,2.388696
,,,,,,0.7210037
,,,,,,3.331946
